avgClose,label
84634.218,84752.17
84661.45199999999,84710.13
84690.09599999999,84573.97
84675.09,84663.99
84691.92,84785.01
84697.054,84969.57
84740.53400000001,84822.8
84763.068,85038.87
84856.048,85049.99
84933.24799999999,84936.47
84963.54,84904.97
84950.62,84850.63
84956.186,84834.31
84915.274,84752.16
84855.70800000001,84628.23
84794.06,85120.88
84837.242,85310.09
84929.134,85470.15
85056.302,86101.2
85326.11,85734.0
85547.264,85215.82
85566.25200000001,85757.0
85655.63399999999,85454.02
85652.40800000001,85435.98
85519.364,85643.02
85501.168,85697.37
85597.478,85736.26
85593.33,85640.82
85630.69,85624.01
85668.296,85575.47
85654.78600000001,85658.51
85647.01400000001,85691.5
85638.062,85877.75
85685.448,86028.0
85766.246,86414.13
85933.978,86200.01
86042.278,86364.9
86176.95800000001,86443.0
86290.008,86556.16
86395.64000000001,86984.94
86509.802,87173.6
86704.51999999999,87178.63
86867.266,86911.2
86960.906,86716.66
86993.00600000001,86757.67
86947.552,86662.0
86845.232,86679.13
86745.332,86886.34
86740.36000000002,87017.39
86800.50600000001,86944.57
86837.886,87012.56
86907.99799999999,87031.99
86978.56999999999,86968.0
86994.902,87019.65
86995.354,87074.88
87021.416,87149.19
87048.742,87065.18
87055.37999999999,87108.01
87083.38200000001,87080.0
87095.452,87223.99
87125.274,87163.27
87128.09,86988.0
87112.65400000001,86757.05
87042.462,86624.57
86951.376,86551.37
86816.852,86579.99
86700.196,86448.28
86592.25200000001,86505.86
86542.014,86615.33
86540.166,86580.44
86545.98000000001,86478.06
86525.59400000001,86518.95
86539.728,86435.4
86525.63600000001,86409.74
86484.518,86236.46
86415.72200000001,86341.72
86388.454,86526.72
86390.008,86580.56
86419.04000000001,86615.92
86460.27599999998,86534.1
86519.804,86286.02
86508.66400000002,86400.5
86483.42,86330.89
86433.486,86271.73
86364.648,86246.95
86307.21800000001,86348.01
86319.61600000001,86351.1
86309.736,86428.01
86329.16,86394.79
86353.772,86406.0
86385.582,86425.94
86401.16799999999,86378.15
86406.57800000001,86900.02
86500.98000000001,86723.8
86566.78199999999,86637.69
86613.12,87776.2
86883.17199999999,87922.0
87191.94200000001,87359.25
87283.788,85892.64
87117.55600000001,85896.95
86969.40800000001,85630.01
86540.17000000001,85369.99
86029.76800000001,85764.01
85710.72,85606.88
85653.568,85659.99
85606.176,85312.02
85542.57800000001,84727.92
85414.164,84549.91
85171.344,84439.42
84937.85199999998,84711.99
84748.25200000001,84621.73
84610.19399999999,84481.25
84560.86,84641.72
84579.222,84626.95
84616.728,84484.62
84571.25399999999,84727.26
84592.36,84855.99
84667.30799999999,84379.1
84614.78400000001,83938.92
84477.17799999999,83684.85
84317.224,83532.91
84078.354,83597.49
83826.65400000001,83477.92
83646.418,83129.33
83484.5,83003.74
83348.278,82737.63
83189.222,83036.0
83076.924,82940.24
82969.388,82821.59
82907.84,82521.06
82811.30399999999,82535.98
82770.974,82707.52
82705.278,82556.97
82628.624,82650.0
82594.30600000001,82842.6
82658.61399999999,82792.45
82709.908,82713.55
82711.114,82658.74
82731.468,82560.29
82713.52599999998,82549.93
82654.992,82516.29
82599.76,82327.38
82522.526,82621.74
82515.12599999999,82761.36
82555.34,83143.99
82674.15199999999,83232.7
82817.434,82958.0
82943.558,83199.0
83059.01,83333.01
83173.34,83224.17
83189.376,83137.3
83170.296,83093.69
83197.434,83227.55
83203.144,83304.06
83197.354,83250.03
83202.526,83355.64
83246.19399999999,83356.96
83298.848,83282.0
83309.738,83482.15
83345.356,83438.99
83383.148,83577.79
83427.57800000001,83714.0
83498.986,83783.01
83599.188,83777.0
83658.158,83761.62
83722.684,83764.91
83760.10800000001,83629.93
83743.29400000001,83715.36
83729.764,83391.18
83652.6,83496.21
83599.51800000001,83423.04
83531.144,83440.86
83493.32999999999,83586.45
83467.548,83507.15
83490.742,83677.61
83527.022,83768.78
83596.17,83768.01
83661.6,83632.01
83670.712,83525.67
83674.416,83487.88
83636.47,83550.43
83592.8,83604.23
83560.044,83608.65
83555.372,83547.16
83559.67,83464.76
83555.046,83408.98
83526.756,83462.0
83498.31,83524.14
83481.408,83483.97
83468.76999999999,83416.81
83459.18,83459.99
83469.38200000001,83429.1
83462.802,83341.32
83426.238,83349.98
83399.43999999999,83323.27
83380.732,83528.47
83394.428,83516.48
83411.90400000001,83704.47
83484.53400000001,83571.6
83528.85799999998,83587.99
83581.802,83558.8
83587.868,83599.75
83604.522,83678.76
83599.38,83609.77
83607.014,83552.57
83599.93000000001,83480.13
83584.19600000001,83503.8
83565.006,83368.93
83503.04000000001,83419.99
83465.084,83509.65
83456.5,83436.27
83447.728,83405.66
83428.1,83343.75
83423.06400000001,83407.2
83420.506,83362.55
83391.086,83337.48
83371.328,83272.21
83344.638,83292.88
83334.464,83295.77
83312.178,83210.01
83281.67000000001,83209.85
83256.14400000001,83247.98
83251.298,83358.5
83264.42199999999,83235.4
83252.348,83058.65
83222.076,83222.4
83224.58599999998,83240.76
83223.14199999999,83095.42
83170.52599999998,83025.01
83128.448,83109.58
83138.63399999999,83402.01
83174.55600000001,83342.01
83194.80600000001,83264.75
83228.67199999999,83335.38
83290.746,83342.88
83337.406,83383.99
83333.802,83456.75
83356.75,83617.97
83427.394,83619.83
83484.284,83642.01
83544.11,83697.63
83606.838,83641.51
83643.79000000001,83654.05
83651.006,83586.81
83644.402,83719.29
83659.858,83687.99
83657.93,83620.85
83653.798,83566.51
83636.29,83679.99
83654.926,83701.29
83651.326,83683.5
83650.42799999999,83605.9
83647.438,83656.14
83665.364,83652.32
83659.82999999999,83632.31
83646.034,83692.01
83647.736,83758.92
83678.34,83746.0
83696.312,83626.69
83691.186,83606.54
83686.03199999999,83483.05
83644.23999999999,83567.0
83605.856,83599.29
83576.514,83629.99
83577.174,83657.73
83587.41199999998,83447.4
83580.28199999998,83306.01
83528.084,83344.0
83477.026,83284.35
83407.898,83367.12
83349.776,83372.01
83334.698,83312.49
83335.99399999999,83220.01
83311.196,83105.24
83275.374,83246.74
83251.298,83337.49
83244.394,83202.73
83222.442,83114.33
83201.30600000001,83146.05
83209.46800000001,83164.0
83192.92,83221.79
83169.78,83183.75
83165.984,83114.93
83166.10399999999,83091.48
83155.18999999999,83096.01
83141.59199999999,82995.79
83096.39199999999,82992.0
83058.04199999999,83012.02
83037.45999999999,82891.32
82997.428,82746.33
82927.492,82566.26
82841.58600000001,82526.93
82748.57200000001,82433.21
82632.81000000001,82188.01
82492.148,81927.88
82328.45800000001,82256.7
82266.546,81949.06
82150.972,82001.96
82064.72200000001,81908.66
82008.852,81923.07
82007.89,81990.37
81954.624,81822.0
81929.212,82000.01
81928.822,82627.98
82072.686,82677.46
82223.564,82371.0
82299.69,82177.82
82370.854,82379.99
82446.85,82373.58
82395.97,82017.96
82264.07,81910.01
82171.872,81788.37
82093.982,81966.0
82011.184,81915.21
81919.51,82296.01
81975.12000000001,82084.01
82009.92000000001,81909.52
82034.15000000001,81815.99
82004.148,81539.28
81928.96199999998,81584.02
81786.56400000001,81532.0
81676.162,81570.0
81608.258,81356.98
81516.45599999999,81633.32
81535.264,81817.34
81581.928,81661.28
81607.78400000001,81714.71
81636.726,81882.6
81741.85,81880.0
81791.18600000002,81992.23
81826.16399999999,81911.99
81876.306,81897.88
81912.94,82039.31
81944.28199999999,82331.98
82034.678,82079.21
82052.074,82149.36
82099.548,82299.48
82179.86799999999,82221.07
82216.22,82289.52
82207.728,81927.32
82177.35,82014.72
82150.42199999999,82021.89
82094.90400000001,82041.24
82058.938,81822.01
81965.436,81830.56
81946.084,81834.11
81909.962,81863.0
81878.184,81854.29
81840.794,81861.78
81848.74799999999,81800.0
81842.63599999998,81775.6
81830.93399999998,81780.0
81814.334,81956.69
81834.814,82100.0
81882.45800000001,81951.43
81912.744,81934.02
81944.428,81830.01
81954.43000000001,81766.45
81916.38200000001,81871.77
81870.736,81694.96
81819.44200000001,81600.51
81752.74,81638.54
81714.446,81679.03
81696.96199999998,81708.69
81664.346,81851.75
81695.704,82148.68
81805.338,82235.99
81924.82800000001,82095.35
82008.09199999999,82109.45
82088.244,82108.01
82139.496,82257.99
82161.35800000001,82193.99
82152.958,81979.99
82129.886,82015.55
82111.106,81931.93
82075.89,81959.83
82016.258,82207.29
82018.91799999999,82268.3
82076.57999999999,82039.22
82081.31399999998,82114.34
82117.796,82008.7
82127.57,82027.44
82091.6,81906.89
82019.318,82031.72
82017.818,81966.01
81988.152,82050.23
81996.458,81821.45
81955.26,81846.01
81943.084,81949.86
81926.712,82106.84
81954.878,82226.01
81990.03400000001,82392.01
82104.146,82363.99
82207.742,82343.87
82286.544,82546.72
82374.51999999999,82509.43
82431.204,82520.44
82456.89,82580.36
82500.16399999999,82542.01
82539.792,82434.49
82517.34599999999,82478.27
82511.114,82538.78
82514.782,82588.99
82516.508,82581.96
82524.498,82717.54
82581.108,82800.09
82645.472,82622.0
82662.116,82776.72
82699.66199999998,82821.88
82747.646,82767.17
82757.572,82769.5
82751.454,82710.0
82769.054,82708.7
82755.45,82690.36
82729.146,82744.63
82724.638,82670.33
82704.804,82743.46
82711.49600000001,82589.5
82687.656,82553.08
82660.20000000001,82594.25
82630.124,82578.37
82611.732,82702.86
82603.612,82814.0
82648.512,82949.99
82727.894,82909.99
82791.04199999999,82885.77
82852.522,83284.68
82968.886,83218.68
83049.822,83213.09
83102.442,83274.89
83175.42199999999,83083.0
83214.86799999999,83084.65
83174.862,83242.21
83179.568,83238.06
83184.562,83345.08
83198.6,83306.54
83243.30799999999,83330.38
83292.454,83313.05
83306.622,83103.18
83279.646,83075.86
83225.802,83046.32
83173.758,83053.99
83118.48,83099.98
83075.866,83248.01
83104.832,83194.52
83128.564,83252.98
83169.896,83114.7
83182.038,83020.68
83166.178,82920.01
83100.57800000001,82923.21
83046.316,82926.87
82981.09400000001,82860.59
82930.272,82695.91
82865.318,82902.13
82861.742,83009.42
82878.984,83059.88
82905.586,83138.0
82961.068,82986.46
83019.178,82933.97
83025.546,82906.38
83004.93800000001,82874.84
82967.93000000001,82926.1
82925.55,82982.78
82924.81400000001,82829.48
82903.916,82910.86
82904.812,82876.24
82905.09199999999,82838.83
82887.638,82878.43
82866.76800000001,82975.45
82895.962,83054.17
82924.624,82961.84
82941.74399999999,82773.99
82928.776,82739.99
82901.088,82784.44
82862.886,82801.65
82812.38200000001,82795.65
82779.144,82818.52
82788.05,82733.71
82786.79400000001,82700.0
82769.906,82703.56
82750.288,82643.53
82719.86400000002,82716.97
82699.554,82804.32
82713.676,82916.35
82756.946,82871.8
82790.59400000001,82761.47
82814.182,82774.92
82825.77200000001,82704.08
82805.72400000002,82720.32
82766.51800000001,82652.62
82722.682,82776.26
82725.64,82823.32
82735.32,82896.61
82773.826,82999.99
82829.76,83083.3
82915.896,83111.57
82982.958,83180.51
83054.39600000001,83193.72
83113.818,83143.47
83142.514,83138.74
83153.602,83200.0
83171.288,83200.0
83175.186,83232.01
83182.84400000001,83224.12
83198.974,83206.43
83212.512,83180.54
83208.62,83254.18
83219.45599999999,83175.01
83208.056,83104.46
83184.124,83071.99
83157.236,83056.52
83132.432,83048.98
83091.392,83054.72
83067.334,83136.08
83073.658,83312.69
83121.798,83522.84
83215.062,83450.18
83295.302,83543.64
83393.08600000001,83596.01
83485.072,83549.59
83532.452,83641.63
83556.21,83720.01
83610.176,83916.01
83684.65,83990.49
83763.546,83992.85
83852.198,84113.21
83946.514,84227.07
84047.926,84250.53
84114.83,84458.49
84208.43000000001,84485.57
84306.97400000002,84388.01
84361.93400000001,84404.34
84397.388,84476.18
84442.51800000001,84523.86
84455.59199999999,84629.98
84484.47399999999,84463.44
84499.56,84415.99
84501.88999999998,84243.78
84455.41,84281.58
84406.954,84387.84
84358.526,84455.04
84356.846,84413.65
84356.378,84325.59
84372.73999999999,84365.12
84389.448,84443.7
84400.62000000001,84513.37
84412.286,84554.93
84440.54199999999,84584.13
84492.25,84571.38
84533.50200000001,84604.34
84565.63,83916.01
84446.15800000001,83683.99
84271.97,83602.41
84075.626,83141.75
83789.7,82924.0
83453.63200000001,82915.52
83253.53400000001,83122.68
83141.272,82792.12
82979.214,82800.63
82910.99,82445.56
82815.302,82567.03
82745.604,82635.52
82648.17199999999,82429.33
82575.614,82153.64
82446.216,82239.21
82404.94600000001,82099.99
82311.538,81776.01
82139.636,82024.3
82058.63,82247.59
82077.42,81933.99
82016.376,82230.33
82042.444,82469.46
82181.134,82680.45
82312.36400000002,82418.01
82346.448,82295.63
82418.776,82432.01
82459.112,82343.17
82433.85399999999,82257.23
82349.20999999999,82494.7
82364.548,82943.39
82494.1,82515.85
82510.86799999999,82774.52
82597.138,82794.33
82704.558,82802.01
82766.02,82879.99
82753.34,83281.99
82906.568,82924.32
82936.528,82972.02
82972.066,83012.0
83014.064,82976.01
83033.26800000001,82604.0
82897.67000000001,82598.58
82832.52200000001,82412.07
82720.532,82329.99
82584.13,82565.01
82501.93000000001,82749.03
82530.93600000002,83335.99
82678.41799999999,83186.95
82833.394,82833.99
82934.19399999999,82981.14
83017.42000000001,83036.0
83074.814,82803.99
82968.414,82669.28
82864.88,82415.99
82781.28,82502.73
82685.598,82280.99
82534.59599999999,81911.84
82356.166,82450.94
82312.498,82573.98
82344.09599999999,83341.84
82511.91799999999,82995.84
82654.88799999999,83530.64
82978.648,83362.8
83161.01999999999,83609.39
83368.102,83212.01
83342.136,83328.43
83408.65400000001,82737.99
83250.124,82886.8
83154.924,83192.79
83071.60399999999,83013.04
83031.80999999998,82860.0
82938.124,83004.34
82991.394,83082.01
83030.436,83427.99
83077.476,83128.96
83100.66,82876.99
83104.05799999999,82963.32
83095.854,82972.0
83073.852,83297.38
83047.73000000001,83136.17
83049.17199999999,83246.0
83122.974,83242.87
83178.88399999999,83392.7
83263.024,83532.01
83309.95,83358.5
83354.416,83127.78
83330.772,83153.99
83312.996,83440.0
83322.456,83486.02
83313.258,83556.16
83352.79000000001,84171.62
83561.558,84151.98
83761.156,84584.97
83990.15,84312.68
84155.48199999999,84460.0
84336.25,84285.42
84359.01,84100.0
84348.614,84017.8
84235.18,83834.58
84139.56,83841.41
84015.84199999999,83969.26
83952.61000000002,83952.0
83923.01,83962.01
83911.852,83907.25
83926.386,84141.99
83986.50200000001,84140.0
84020.65,83989.87
84028.224,84026.01
84041.024,84043.3
84068.234,84277.51
84095.338,84120.0
84091.338,84405.54
84174.472,84223.99
84214.068,84427.98
84291.00399999999,84248.0
84285.10199999998,84261.99
84313.5,84105.05
84253.402,83932.51
84195.106,84009.99
84111.508,83964.01
84054.70999999999,83942.01
83990.714,83864.0
83942.504,83533.41
83862.68400000001,83730.24
83806.734,83802.0
83774.33200000001,83960.63
83778.05600000001,83987.35
83802.726,84045.69
83905.182,84084.0
83975.93400000001,84250.96
84065.72600000001,84164.02
84106.40400000001,84053.55
84119.644,84229.59
84156.424,84186.3
84176.88399999999,84129.99
84152.69,84071.35
84134.156,84115.93
84146.632,84024.41
84105.59599999999,84208.4
84110.01600000002,84375.8
84159.17799999999,84317.39
84208.386,84257.13
84236.626,84185.8
84268.90400000001,84149.13
84257.05,84200.0
84221.89,84143.47
84187.106,84127.71
84161.22200000001,84213.24
84166.70999999999,84153.36
84167.556,84122.5
84152.056,84074.32
84138.226,84079.78
84128.64000000001,84023.1
84090.612,84065.99
84073.138,84056.74
84059.986,84017.94
84048.70999999999,83866.09
84005.972,83820.17
83965.386,83877.35
83927.65800000001,83751.96
83866.70200000002,83717.04
83806.522,83692.17
83771.738,83699.99
83747.70199999999,83814.26
83735.084,83867.01
83758.09400000001,83879.87
83790.66,83889.87
83830.2,83769.14
83844.03,83679.05
83816.988,83752.17
83794.01999999999,83831.73
83784.39199999999,83753.34
83757.08599999998,83750.01
83753.26000000001,83679.17
83753.284,83615.34
83725.91799999999,83511.15
83661.802,83611.79
83633.492,83705.69
83624.628,83787.6
83646.31399999998,83865.38
83696.322,83986.54
83791.4,83992.29
83867.5,84057.48
83937.858,84151.2
84010.578,84189.94
84075.49,84166.0
84111.382,84115.76
84136.076,84068.4
84138.26000000001,83990.5
84106.12,83942.37
84056.606,83979.87
84019.37999999999,83978.9
83992.008,83955.99
83969.526,83916.0
83954.626,83919.9
83950.13200000001,83944.02
83942.96200000001,83836.68
83914.518,83886.28
83900.576,84004.2
83918.216,84088.33
83951.902,84019.14
83966.926,83954.0
83990.39,83976.61
84008.45599999999,83880.97
83983.81000000001,83819.42
83930.02799999999,83822.87
83890.774,83893.99
83878.772,83845.96
83852.642,83749.99
83826.446,83797.33
83822.028,83728.08
83803.07,83724.36
83769.144,83738.86
83747.724,83667.15
83731.156,83624.01
83696.492,83775.19
83705.914,83770.39
83715.12000000001,83802.53
83727.854,83761.44
83746.712,83741.06
83770.122,83838.19
83782.722,83815.74
83791.79199999999,83800.0
83791.286,83757.41
83790.48000000001,83715.52
83785.372,83660.37
83749.80799999999,83677.75
83722.20999999999,83664.51
83695.112,83701.5
83683.93000000001,83719.76
83684.778,83812.0
83715.104,83799.99
83739.552,83850.0
83776.65,83804.05
83797.16,83766.47
83806.50200000001,83719.77
83788.05600000001,83737.41
83775.54,83730.0
83751.54000000001,83688.67
83728.464,83672.16
83709.602,83685.74
83702.796,83670.0
83689.314,83680.55
83679.424,83659.98
83673.686,83617.99
83662.85199999998,83539.84
83633.67199999999,83512.75
83602.222,83391.0
83544.312,83361.76
83484.668,83431.68
83447.40599999999,83477.3
83434.898,83397.46
83411.84,83429.01
83419.44200000001,83382.02
83423.494,83421.59
83421.476,83452.98
83416.612,83487.97
83434.71399999999,83436.25
83436.16199999998,83440.0
83447.758,83456.42
83454.724,83558.64
83475.856,83502.11
83478.684,83525.34
83496.50200000001,83577.27
83523.956,83619.97
83556.666,83536.34
83552.206,83499.99
83551.78199999999,83459.43
83538.6,83444.76
83512.098,83488.07
83485.71800000001,83533.49
83485.148,83566.72
83498.49399999999,83552.46
83517.1,83546.0
83537.348,83519.96
83543.72600000001,83548.18
83546.664,83604.52
83554.22400000002,83750.54
83593.84,83704.12
83625.464,83676.64
83656.8,83732.54
83693.67199999999,83723.32
83717.432,83723.29
83711.98199999999,83783.02
83727.762,83777.1
83747.854,83823.57
83766.06,83843.29
83790.05399999999,83839.13
83813.222,83788.3
83814.278,83806.48
83820.154,83750.01
83805.442,83695.14
83775.812,83737.58
